PID,officesHeld,head_of_org,on_committee,gov_office
G37F-315,"Successive academic positions, Division of Psychiatry, to present position of research professor, Boston University School of Medicine; Mental Health Career Investigator, 1954-59; chairman, Hofheimer Award Committee, American Psychiatric Association, 1961-62; member of faculty, Education Committee and chairman, Research Committee, Boston Psychoanalytic Association; president, Massachusetts Society for Research in Psychiatry, 1958Go, consultant, Veterans Administration Central Office, 1958-61.",1,0,0
L2MD-YNQ,"Teaching assistant, 1941-42, instructor in German heersture, tutor,",0,0,0
9KM8-3HR,"Secretary, Harvard Club of San Francisco, 1951-52; vice-president, Society for Advancement of Management (San Francisco Chapter), 1949-50; member and secretary of the San Francisco “Little Hoover: Commission”; vice-chairman (insurance committee) for the election of Richard Nixon to the US. Senate in 1950; member, board of directors, Growth Management, Inc., San Francisco, 1961.",1,1,0
GM3S-42R,"President, Portsmouth Priory School Alumni Association, 193639; law assistant, Office of District Attorney, New York County, N.Y., 1940; ensign, U.S. Navy, 1940; Office of General Counsel, Export Control, Washington, D.C., 1940; assistant to U.S. Minister W.W. Rieffler, Economic Warfare Division, U.S. Embassy, London, England, 1942-46; deputy director, Field Photo OSS-SHAEF, Europe, 1944-46; awarded Legion of Merit and Croix de Guerre; honorably discharged as lieutenant commander, US. Navy, January, 1946; manager, Skouras Theatres, 20 Century Fox, International, 1946-48; International Trade Economist and Chief of U.K., Eire, Iceland Program Division, Marshall Plan ECA, 1948-50; government attorney, Office of Price Stabilization, Economic Stabilization Agency, Washington, D.C. 1950-51; investment banker, Brasilian Deltec, S.A.; investment banker, salesman and underwriter in Consorcio Brasiliero de Investimentos, S.A., Sao Paulo, Brazil, also Planning & Development Manager, consultant, General Motors do Brasil, Sao Paulo, Brazil, 1951§3; associate attorney, Amend & Amend; president, Universal Uranium Company, 1953-56; vice-president, economist and consultant, 1956-58, president, 1958-61, Econometric Institute; director, Econometric Specialists, Econometric Institute, National Weekly, National Review, Anderson Franklyn, Inc. Order of Lafayette, 1958-61,",1,0,0
G3WD-5FT,"Vice-President and director, Guardian Mutual Fund; director, Ehtical Fieldston Fund; governor, Rhodes 19 Class, Western Long island Sound.",1,0,0
LBCC-M2H,"Director, Chapter 16, International Traders Club, Arizona Traders Club.",1,0,0
G37F-XMN,"Assistant professor of ophthalmology, Columbia University; director, Children’s Eye Clinic, Columbia-Presbyterian Medical Center.",1,0,0
M6Y6-RN2,"Professor of history, 1948-59, director of summer sessions, 1957-59, North Carolina State College; professor of history and head, Dept. of History, Kansas State University, since 1959; political analyst for television, State of North Carolina, 1958.",1,0,0
LX7R-3XD,"National director, Electronic Representatives Association, 195961.",1,0,0
G33R-F4Z,"Member, board of trustees, Union Savings Bank, since 1954, Truesdale Hospital, since 1961; secretary and treasurer, Frank S. Stevens Home for Boys, Inc., since 1955; secretary and treasurer of trustees, Fall River High School Alumni Scholarships, since 1956; vice-president, Home for Aged People in Fall River, since 1957.",1,1,0
LCTW-PMY,"Registered engineer, Massachusetts, Vermont",0,0,0
G3Q6-184,"Science writer, Philadelphia Evening Bulletin, ten years; member, executive committee, Philadelphia Housing Association, 1957-58; vicepresident, Skin and Cancer Hospital of Philadelphia, 1958-59; president, National Association of Science Writers, 1959-60, Vincent Townships (Pa.) School Board; second vice-president, Northern Chester County (Pa.) Joint School District; member, Council for the Advancement of Science Writing, Inc. 1959-61; member, Philadelphia Community Policy Committee on Health and Hospital Services.",1,1,0
G3WK-Y2F,"Deputy Commissioner, New Mexico Bureau of Revenus, 1951-54; member, Republican State Central Committee, 1952-56; commissioner, Pojoaque Valley Volunteer Fire Department; director, Southwest Savings & Loan association.",1,0,0
GM3Z-D1X,"President, Wyoming Valley Jewish Committee, 1961-62, American Jewish Committee, 1956-57; vice-president, Drama Guild, 1960-62, treasurer, Temple B’nai B'rith, 1952-53; chairman, United Jewish Appeal",1,0,0
LCQ6-THN,"Chairman, Board of Public Welfare, Needham, Mass, 1955, 1958; vice-president, Needham YMCA, 1960.",1,0,0
G37F-7SH,"Member, Fish and Game Advisory Committee, six years; producer member, maine Milk Commission, four years; director, marine Division, Civil Defense, since 1959; commander, kennebec River Power Squadron; deputy sheirff, Lincoln County; member, Volunteer Fire Department, Southport, Maine.",1,0,0
L61D-DDP,"Instructor of mathematics and statistics, Phillips Exeter Academy, since 1939; examiner in mathematics, College Entrance Examination Board, since 1955; visiting lecturer in mathematics, Princeton University, 1958-59; visiting lecturer in education, Harvard Graduate School of Fducation, 1956; writer, School Mathematics Scudy Group, 1959, 1960.",0,0,0
G3W8-TV2,"Chief psychiatrist, Hawthorne Cedar Knolls School, 1952-57; attending psychiatrist and assistant clinical professor of psychiatry, Columbia University, Babies Hospital, 1954-60; member, Westchester County Community Mental Board, 1957-60; member, board of visitors, Westfield State Farms, Bedford, N.Y.",0,0,0
LTTJ-KM3,"Scoutmaster, Troop 15, Christ Church, member, Fathers Committee, Cub Scouts, Fathers Committee, Boy Scouts of America, Troop 15, Christ Church; Rectors Committee, Christ Church.",0,1,0
G3QL-MD1,"Member, 1956-59, vice-president, 1957-58, Board of Education, Hanover Township; member, board of trustees, Morristown Unitarian Fellowship, since 1960.",1,1,0
G3SP-42X,"National director, The Milicary Government Association, 195255; commission as major, Judge Advocate Corps Reserve, U.S. Army, since 1954.",1,0,0
GMDP-9KH,"Trustee, Sharon Public Library; president, Sharon Players; member, Town Warrant Committee; president, Sharon Tennis Club.",1,1,0
G3WD-94S,"Secretary-treasurer, Harvard-Radclitfe Chapeer, Sigena No",0,0,0
G33T-K4Q,"Member, Industry Conference Committee, Controllers Institute, 1957, 1958; member, Controllers Committee and Statistical Committee, American Paper and Pulp Association, 1959; member, Finance Committee, Greenridge Civic Association, 1959; member, Legislative Commirree, South Jersey Manufacturers Association, 1961; member, House Committee, Tavistock Country Club, since 1961.",0,1,0
G3QX-F4N,"Teaching fellow, 1939-41, junior fellow of society of Fellows, 1941-42, 1946-47, assistant dean, 1941-42, assistant professor of music, 1947-51, Harvard University; vice-president, Associated Music Publishers, 1951-59; chairman, 1955-57, treasurer, since 1959, International Society for Contemporary Music, U.S. Secition; director, since 1957, presidents, since 1959, New York Pro Musica",1,0,0
LY5Y-266,"Publicity director, York YMCA, York Aquatic Club.",1,0,0
LVJZ-B8W,"President, New York Paint, Varnish and Lacquer Association, 1957-58.",1,0,0
G3WX-JSN,"Director and member, Trust Committee and Faccutve Coos mittee, Mechanics National Bank of Worcester, since ryg4, directoe ad member, Finance Committee, Worcester Mutual Fire fisurane Compe, since 1958; member, Advisory Investment Committce, YWON, Woe ese. Mass., since 1958; incorporator, Worcester Plahnermans Phegora ae 1957; member, Advisory Commuttce for Life Income Pusd Negros College, Worcester, Mass., since to¢9; member, Lavesrmene Rewer Ga mittee and Subcommittee on Fiscal and Monetary Poluy, bala Powe. 1165 )",1,1,0
G3Q2-BCV,"Vice-president and member, board of trustees, Weathervane Community Theatre, Akron Shakespeare Festival, Inc.",1,1,0
LBWV-7RX,"Director, Girl Scout Camp Committee, Ox Bow Council, since 1960; vestryman, St. John’s Episcopal Church, since 1960.",1,0,0
G3WX-2C1,"President, Waltham Chamber of Commerce, about 1955; formerly, chairman, Advance Gifts, Lexington, Mass. retail division head, Waltham, Mass., United Community Fund; general chairman, Republican Finance Committee, Lexington, two years; director, Waltham Boys’ Club.",1,0,0
G37K-NZT,"Chairman, local chapter, United World Federalists, 1949-513 member, membership committee, New York Realty Board, 1952-54.",1,1,0
G37R-DXB,"Director, since 1950, president, Lead Pencil Manufacturers Association; executive member, 9th Assembly District Republican Organization, New York City, since 1959; member, New York State Council on Youth, since 1960; trustee, Home for Aged, since 1961, Manhattanville Community Centers, Inc. since 1961 (both New York City), member, Public Relations Committee, Young Presidents’ Organization, 1960-61.",1,1,0
LT2B-TB7,"Director, Mystery Writers of America, Inc., since 1961.",1,0,0
G3QD-NYG,"Editor of the American Folklore Society, since 1958; vice president, International Society for Folk Narrative Research, since 1959MEMBER OF: I wenty or so professional societies. puBLicaTions: Negro Tales from Pine Bluff, Arkansas, and Calvin, Michigan, 1958; American Folklore, 1959, paperback edition, 1960, Italian translation scheduled for 1962; Folklore Research Around the World, editor, 1961; Folk Legends of Japan, 1962.",1,0,0
G376-XBC,"Governor, New England Chapter, American Association of Advertising Agencies, 1956-57; chairman, Educational Committee, Boston Advertising Club, 1960; director, Back Bay Association, since 1961; vicepresident, executive committee, Belmont Hill School, 1960-61; vice-chaire man, Public Relations, United Fund of Greater Boston, 1960; chairman, Publicity Committee, Museum of Science, since 1959; commodore, Sakonnet Yacht Club, since 1960; member, 25th Anniversary Fund Committee, Class of 1937.",1,0,0
LRSG-DNQ,"Director, New England Chapter, Public Relations Society of",1,0,0
G3WS-4PS,"Commissioner, Mass. Department of Commerce, 1952-58; economic development adviser to Belgian Government, 1957; president, Association of State Planning & Development Agencies, 1957; U.S. delegate, _ First International Conference on Regional Development, 1958; director, American Industrial Development Council, 1959; executive director, New Hampshire State Planning and Developing Com., 1960-61; trustee, Institute of Contemporary Art, 1960-61; director, Northeastern Industrial Developers Association, 1962.",1,1,0
G3WD-4XZ,"Member, Board of Education, Carmel Unified School District, since 1959.",0,0,0
G979-N4F,"Chairman, Commission on Cartography, Pan American Institute of Geography and History, 1953-57; president, Greater St. Louis Federal Businessmen’s Association; chairman, U.S. Icelandic Defense Council, 195759.",1,0,0
LL7Y-LBZ,"Member, Waltham City Council, 1949-53; past president, NewtonWaltham-Watertown Bar Association, 1953, USS Massachusetts Associates, 1955; First Assistane District Attorney, Middlesex County, 195658; past chairman, Board of Review, City of Boston, 1960; director, Garden",1,0,1
LYX7-CQP,"Class Agent, since 1938; member, Harvard Fund Council 104+ 51, 1960-62; past president, 1953-55, director, Douglas A. Thom Chinw for Children; past president, 1957-60, member, executive commuttee, Rebmont Day School; trustee, Beaver Country Day School, since tgq>, member, Diocesan Department on College Work, Episcopal Church, ume toe, member, Boston Nursery for Blind Babies, since t9¢q, Benton Chi tren’s Service Association, since 1960; trustee, Mount Auburn Hospital woe 1960; vice-president and director, F. L. & J. C. Codman Company.",1,1,0
L1TK-C2B,"Chairman, Pack Committee, Milford Cub Scouts, 1951-52, Milford Republican Finance Committee, 1952; member, Milford Budget Committee, 1954-57; treasurer, Souhegan Nursing Association, 1957-59.",1,0,0
G3QD-6Q7,"Director, Massachusetts Casualty Insurance Company, Financial Advertisers Association; corporator, Waltham Savings Bank.",1,0,0
G3WD-MG1,"Associate actuary, Equitable Life Assurance Society of U(S.; chairman, Cash Sickness Sub-Committee, Hospital Insurance Association of America.",1,0,0
L5Y9-RM7,"Member, board of directors, Brotherhood of Temple Israel, Boston, 1954-57; president, Graduate Club of Boston, Phi Delta Epsilon Fraternity, 1956-57; member, staff council, Beth Israel Hospital, Boston, since 1957; assistant orthopaedic surgery, Harvard Medical School, since 1957.",1,1,0
G3WD-C91,"Chairman, Concord Chorus, Concord Red Crees,",1,0,0
G33R-NDM,"Instructor in economics, 1939-42, Visiting lecturer, 1955-56, Hlarvard University; visiting professor, Brandeis University, 1956-57; member, Regional Committee, National Woodrow Wilson Foundation, 19¢6-é60; chairman, ad hoe Visiting Committee on the Humanities and Socul or]",1,1,0
G3W3-S6F,"Secretary and director, E. Fougera & Company, Inc., Audemars & Piquet & Company, Inc., Indiantown Company, Inc.; vice-president and director, First Bank of Indiantown.",1,0,0
LCZS-L5L,"Office boy, Fay Carpet Company, New York City, 1933-36; office boy to clerk, Corporate Trust Dept., Continental Bank & Trust Company, New York City, 1936-38; runner, Dept. of Labor, Washington, D.C., 1938-40; student, DuBose Memorial Church Training School, Monteagle, Tenn., 1940-41, Berkeley Divinity School, 1941-43; vicar, St. Martin’s Church, Pittsfield, Mass., 1943-45; chaplain, A.US., 1945-46; associate rector, Bruton Parish, and chaplain to Episcopal Students, College of William and Mary, and vicar of Yorktown, Va., 1946-49; rector, Trinity Church, Lenox, since 1949; rural dean, Berkshire, 1961; Diocesan Council, since 1957; Division of Youth, 1952-61; Deputy to Provincial Synod, 1954; trustee, Lenox School, Berkshire Country Day School, since 1949.",1,1,0
LR69-388,"Cub master, Pack 9, Quincy Council, Boy Scouts of America; member, board of deacons, 1958-59, chairman, 1959, First Church of Squantum, Congregational.",1,0,0
