unitid,fice,pubst,pbalph,"system","status","instnm","addr","stabbr","zip","gentele","cnty","congdist","city","countynm","affil","calsys","hloffer",pr2yr,prlib,prtea,prprof,enrolmnt,geost,oereg,obereg,"race",control,type,sex,lgrnt,survey,ss_occup,sum2yr,sum4yr,sumpos,ss_other,es_occup,eve2yr,eve4yr,evepos,es_other,excntl,citysi,admreq,"estmoyr","fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_nurs,acc_ort,acc_chem,regaccrd
"110486","7993","14","340","B","E","CAL ST COLLEGE-BAKERSFLD","9001 STOCKDALE HIGHWAY","CA","93309","8058332011","029","","BAKERSFIELD","KERN","12","2","06","0","1","1","1","5003088","14","4","8","5","1","2","3","0","1","0","0","1","1","0","0","0","1","1","0","1","3","3","071965","091970","061971","","183","1833","","183","1833","895","1035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","11"
"125426","7994","14","2860","M","4","WEST COAST U CENTRAL OFF","440 SHATTO PLACE","CA","90020","2134874433","037","","LOS ANGELES","LOS ANGELES","","","","0","0","0","0","0","14","4","8","7","2","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"128300","7996","15","410","A","C","U OF COLO SYSTEM OFFICE","","CO","80309","3034920111","013","","BOULDER","BOULDER","00","","","0","0","0","0","0","15","4","7","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7997","7997","16","430","A","4","CONN CENTRAL OFFICE,U OF","","CT","06268","2034862000","013","","STORRS","TOLLAND","00","","","0","0","0","0","0","16","1","1","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7999","7999","20","350","B","4","GA INST TECHN CENTRAL OFF","","GA","30332","4048942000","121","","ATLANTA","FULTON","00","","","0","0","0","0","0","20","3","5","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"140429","8000","20","500","C","4","MERCER U CENTRAL OFFICE","1400 COLEMAN AVENUE","GA","31207","9127456811","021","","MACON","BIBB","00","","","0","0","0","0","0","20","3","5","7","2","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149587","8001","23","1610","D","4","ILLINOIS CENTRAL OFF,U OF","","IL","61801","2173331000","019","","URBANA","CHAMPAIGN","00","","","0","0","0","0","0","23","2","3","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8002","8002","24","290","B","4","INDIANA U CENTRAL OFFICE","BRYAN HALL","IN","47405","8123320211","105","","BLOOMINGTON","MONROE","00","","","0","0","0","0","0","24","2","3","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102340","8003","10","510","B","4","TROY STATE U CEN OFFICE","","AL","36081","2055663000","109","","TROY","PIKE","00","","","0","0","0","0","0","10","3","5","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100733","8004","10","570","C","C","U OF ALABAMA SYSTEM OFF","P O BOX BT","AL","35486","2053485121","125","","UNIVERSITY","TUSCALOOSA","","","","","","","","0","10","","","7","0","7","","","1","","","","","","","","","","","4","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103529","8005","11","70","A","C","U OF ALAS SYSTEM OFFICE","BUNNELL BUILDING","AK","99701","9074797211","090","","FAIRBANKS","FAIRBANKS","12","","","0","0","0","0","0","11","","","7","0","7","","","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8006","8006","13","50","A","4","ARKANSAS STATE U CEN OFF","","AR","72467","5019722100","031","","STATE UNIVERSITY","CRAIGHEAD","00","","","0","0","0","0","0","13","3","5","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8007","8007","13","160","B","4","HARDING U CEN OFF","","AR","72143","5012686161","145","","SEARCY","WHITE","","","","0","0","0","0","0","13","3","5","7","2","7","3","0","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108056","8008","13","350","C","4","ARKANSAS CENTRAL OFF,U OF","","AR","72701","5015752000","143","","FAYETTEVILLE","WASHINGTON","00","","","0","0","0","0","0","13","3","5","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8011","8011","27","390","B","C","KENTUCKY SYSTEM OFFICE, U","","KY","40506","6062589000","067","","LEXINGTON","FAYETTE","00","","","0","0","0","0","0","27","3","5","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"161280","8012","29","210","A","4","MAINE CENTRAL OFFICE,U OF","107 MAINE AVENUE","ME","04401","2079470336","019","","BANGOR","PENOBSCOT","00","","","0","0","0","0","0","29","1","1","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166665","8017","31","1180","D","4","MASS CENTRAL OFFICE,U OF","250 STUART STREET","MA","02116","6174828400","025","","BOSTON","SUFFOLK","00","","","0","0","0","0","0","31","1","1","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8020","8020","32","740","D","Y","NORTHWOOD INST CEN OFFICE","3225 COOK ROAD","MI","48640","5176311600","111","","MIDLAND","MIDLAND","00","","","0","0","0","0","0","32","2","3","1","2","7","3","","0","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8021","8021","34","220","B","X","MISS GULF CST JC CEN OFF","P O BOX 67","MS","39573","6019285211","131","","PERKINSTON","STONE","00","","","0","0","0","0","0","34","3","5","7","1","7","3","","0","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175999","8022","34","420","C","4","MISSISSIPPI CEN OFF,U OF","","MS","38677","6012328441","071","","UNIVERSITY","LAFAYETTE","00","","","0","0","0","0","0","34","3","5","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179140","8024","35","670","B","4","SAINT LOUIS U CENTRAL OFF","221 NORTH GRAND BOULEVARD","MO","63103","3146582222","510","","SAINT LOUIS","INDEPENDENT CITY","00","","","0","0","0","0","0","35","2","4","7","2","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181747","8025","37","340","A","C","NEBR CEN ADMIN SYS OFF,U","3835 HOLDREGE","NE","68583","4024722111","111","","LINCOLN","LANCASTER","00","","","0","0","0","0","0","37","2","4","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182519","8026","38","30","A","C","U NEV SYS ADMIN SYS OFF","405 MARSH AVENUE","NV","89509","7027844901","031","","RENO","WASHOE","00","","","0","0","0","0","0","38","","","7","0","7","","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183327","8027","39","220","A","C","U SYS OF NH SYSTEM OFFICE","DUNLAP CENTER","NH","03824","6038622225","017","","DURHAM","STRAFFORD","00","","","0","0","0","0","0","39","","","7","0","7","","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
