unitid,"addr",admreq,affil,boardamt,calsys,"city",citysi,"cncesc",cnty,congdist,control,"countynm","fdgrmoyr",fice,"fwrkmoyr","gentele",geost,hloffer,iclevel,initcy,"instnm","intfic",lgrnt,obereg,oereg,pbalph,pbtfgi,pbtfgo,pbtfui,estmo,estyr,eve2yr,eve4yr,evepos,excntl,pbtfuo,period,pr2yr,prlib,procc,prprof,prtea,prtfg,prtfu,pubst,"race",roomamt,"sequen",sex,"stabbr","status",stcnty,sum2yr,sum4yr,sumpos,"system",type,updat,"zip",acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"196431","667 EASTERN PARKWAY","2","21","500","1","BROOKLYN","1","D12","47","12","2","KINGS","061969","12011","091965","2127783340","42","10","1","99","TALMUD SEM OHOLEI TORAH","012011","0","2","1","2980","0","0","0","9","1956","0","0","0","2","0","7","0","0","0","1","1","3500","3500","42","5","500","","1","NY","5","42047","0","1","0","","2","99","11213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218423","1600 MEETING STREET","2","25","0","2","CHARLESTON","3","E04","19","1","2","CHARLESTON","091975","12014","091965","8037222344","50","3","2","99","NIELSEN ELECS INSTITUTE","012014","0","5","3","340","0","0","0","9","1965","1","","","2","0","0","","","1","","","0","1701","50","1","0","","3","SC","5","50019","1","","","","3","99","29405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"222992","P O BOX 2285","2","14","0","1","AUSTIN","4","E01","453","10","1","TRAVIS","051974","12015","091973","5124957000","53","3","2","4","AUSTIN COMMUNITY COLLEGE","012015","0","6","4","100","0","0","448","12","1972","1","1","0","1","1096","0","1","0","1","0","0","0","0","53","5","0","","3","TX","5","53453","1","1","0","","3","4","78768","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"131371","721 LAWRENCE STREET N E","5","30","0","1","WASHINGTON","8","D01","","","2","","051970","12029","091966","2022699412","18","6","1","1","DE SALES HALL SCH OF THEO","012029","0","2","1","60","0","0","0","","1948","0","0","0","3","0","0","0","0","0","1","0","2500","0","18","5","0","","3","DC","5","","0","0","0","","2","51","20017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"112084","2100 GREENFIELD DRIVE","2","21","1170","5","EL CAJON","5","C01","73","45","2","SAN DIEGO","061973","12031","091970","6194403043","14","4","1","99","CHRISTIAN HERITAGE C","012031","0","8","4","650","0","0","0","5","1970","0","1","0","2","0","7","0","1","0","1","1","0","3390","14","5","820","","3","CA","5","14073","1","1","0","","2","99","92021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"158431","2719 AIRLINE DRIVE NORTH","2","14","0","1","BOSSIER CITY","3","E01","15","4","1","BOSSIER","051980","12033","091967","3187469851","28","3","2","2","BOSSIER PARISH CC","012033","0","5","3","10","0","0","360","6","1966","1","1","0","1","360","0","1","","1","","","0","0","28","5","0","","3","LA","5","28015","1","1","0","","3","29","71111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"176691","4455 CHIPPEWA","2","25","0","2","SAINT LOUIS","8","E04","510","3","2","SAINT LOUIS","001972","12044","001964","3147711200","35","3","2","99","BASIC INST OF TECHNOLOGY","012044","0","4","2","70","0","0","0","","1964","1","","","2","0","0","","","1","","","0","3400","35","5","0","","3","MO","5","35510","","","","","3","99","63116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"145309","700 STATE STREET","2","25","0","2","QUINCY","1","E01","1","20","2","ADAMS","001871","12056","001870","2172220391","23","3","2","99","GEM CITY COLLEGE","012056","0","3","2","530","0","0","0","","1870","1","","","2","0","0","1","","1","","","0","2400","23","5","0","","3","IL","5","23001","1","","","","3","99","62301","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"200484","50 6TH AVENUE SOUTH","1","27","1176","1","ELLENDALE","1","D01","21","99","2","DICKEY","041950","12059","101948","7013493621","44","4","1","3","TRINITY BIBLE COLLEGE","012059","0","4","2","170","0","0","0","8","1948","0","0","0","3","0","7","0","1","1","1","1","0","2114","44","5","660","","3","ND","5","44021","1","1","0","","2","3","58436","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"157270","3901 ATKINSON DRIVE","2","25","0","2","LOUISVILLE","4","E04","111","3","2","JEFFERSON","000000","12088","001961","5024566509","27","3","2","2","LOUISVILLE TECH INSTITUTE","012088","0","5","3","230","0","0","0","","1961","1","","","2","0","0","","","1","","","0","3600","27","5","1125","","3","KY","5","27111","1","","","","3","30","40205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"106980","1 COL DR MID-AMERICA PARK","1","14","0","1","HOT SPRINGS","1","E01","51","4","1","GARLAND","051974","12105","101973","5017679371","13","3","2","6","GARLAND CO CMTY COLLEGE","012105","0","5","3","140","0","0","624","7","1973","1","1","0","1","1512","0","1","0","1","0","0","0","0","13","5","0","","3","AR","5","13051","1","1","0","","3","14","71913","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"191764","141 WILLOUGHBY STREET","2","21","0","1","BROOKLYN","1","E04","47","11","2","KINGS","001949","12107","091947","7188553661","42","3","2","47","INST OF DESIGN AND CONSTR","012107","0","2","1","1060","0","0","0","9","1947","1","0","0","2","0","0","1","0","1","0","0","0","2130","42","E","0","","3","NY","5","42047","0","0","0","","3","58","11201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21"
"218690","MILLER ROAD","2","12","0","1","SUMTER","1","E01","85","5","1","SUMTER","051976","12112","091966","8037756341","50","3","2","4","UNIV OF SC AT SUMTER","012112","0","5","3","590","0","0","920","9","1966","1","1","0","1","2010","0","1","","","","","0","0","50","5","0","10","3","SC","9","50085","1","1","0","C","5","29","29150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"176619","1445 BOONVILLE AVENUE","5","27","0","4","SPRINGFIELD","2","D01","77","7","2","GREENE","061974","12120","061973","4178623344","35","7","1","7","ASSEMBLIES GOD THEO SEM","012120","0","4","2","20","0","0","0","11","1972","0","0","1","3","0","0","0","0","0","1","0","2400","0","35","5","0","","3","MO","5","35077","0","0","1","","2","7","65802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"243106","BOX 160","3","12","0","1","RAMEY","","E05","","","1","","001974","12123","001972","8098902681","66","3","2","74","U OF PR AGUADILLA REG C","012123","","9","7","470","0","0","688","","1972","","","","","0","0","1","","","","","0","0","66","","0","11","3","PR","9","","1","","","B","6","74","00604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"110316","3494 21ST STREET","5","21","0","2","SAN FRANCISCO","8","D10","75","5","2","SAN FRANCISCO","001972","12154","001968","4156481489","14","8","1","1","CA INST INTEGRAL STDIES","012154","0","8","4","240","0","0","0","","1968","0","0","1","2","0","0","0","1","0","1","0","4500","0","14","5","0","","3","CA","5","14075","0","0","1","","2","1","94110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"138901","1630 STEWART AVENUE S W","2","12","0","2","ATLANTA","8","E01","121","5","1","FULTON","061976","12165","091974","4046566441","20","3","2","6","ATLANTA JUNIOR COLLEGE","012165","0","5","3","100","0","0","675","3","1974","1","0","0","1","1968","0","1","0","1","0","0","0","0","20","1","0","","3","GA","5","20121","1","0","0","","3","6","30310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"101028","2602 SAVAGE DRIVE","2","12","0","2","PHENIX CITY","2","E01","113","3","1","RUSSELL","061974","12182","011974","2052974981","10","3","2","1","CHATTAHOOCHEE VALLEY CC","012182","0","5","3","170","0","0","450","1","1974","1","0","0","1","900","0","1","0","1","0","0","0","0","10","5","0","","3","AL","5","10113","1","0","0","","3","19","36867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"230825","95 NORTH AVENUE","2","21","0","1","BURLINGTON","2","C01","7","99","2","CHITTENDEN","021974","12183","101972","8028629616","55","4","1","6","BURLINGTON COLLEGE","012183","0","1","1","20","0","0","0","10","1972","1","1","1","2","0","0","0","1","0","0","0","0","4065","55","5","0","","3","VT","5","55007","1","1","1","","2","6","05401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"149523","2065 HALF DAY ROAD","5","38","1557","2","DEERFIELD","7","D01","97","10","2","LAKE","061918","12193","091897","3129458800","23","8","1","21","TRINITY EVANGELCL DIV SCH","012193","0","3","2","1620","0","0","0","9","1897","0","0","1","3","0","7","0","1","0","1","0","3954","0","23","5","915","","3","IL","5","23097","0","0","1","","2","53","60015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"243142","P.O.BOX CR","2","12","0","5","CAROLINA","","E05","","","1","","121975","12194","000000","8097572000","66","3","2","74","U OF PR CAROLINA REGNL C","012194","","9","7","480","0","0","688","9","1974","","","","","0","0","1","1","1","","1","0","0","66","","0","13","3","PR","9","","1","","","B","6","74","00630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"106883","","2","13","0","1","FOREST CITY","1","E01","123","1","1","ST FRANCIS","051976","12260","081974","5016334480","13","3","2","1","EAST ARK CMTY COLLEGE","012260","0","5","3","130","0","0","432","11","1973","1","0","0","1","768","0","1","","1","","","0","0","13","5","0","","3","AR","5","13123","1","0","0","","3","13","72335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
